Title,Text,[M] elective: ,[M] institution: ,[M] title: ,"[C] Barker, Lecia","[C] Bradley, Steven","[C] Hooshangi, Sara","[C] Kunkeler, Thom","[C] Lennon, Ruth","[C] Parkinson, Jack","[C] Sibia, Naaz (Naaz Sibia)",Annotations
Independent Study,<h2>title</h2>Independent Study<h2>summary</h2>Independent study/project under the direction of a member of the graduate faculty. Course description will vary. <h2>ilo</h2>1. Design and implement a complete serious educational game2. Evaluate or conduct research on a serious educational game3. Build a working knowledge of principles and practices in computer game design and implementation4. Develop skills in problem solving system integration and interface design5. Communicate  written and verbally  about a complex technical topic simply and coherently ,SWE4803,Kennesaw_USA,Independent Study,22; GIT; SPD,,,,SEP; 22,,GIT; SPD; 21,"Annotation: Not quite game design enough for game design, I don't think!; User: Jack Parkinson; Timestamp: 7/3/2023 12:15:29 AM; Code(s): ; Trigger: ; Annotation: Independent Study; User: Sara Hooshangi; Timestamp: 7/2/2023 9:18:57 PM; Code(s): ; Trigger: Independent Study"
Introduction to Software Engineering,<h2>title</h2>Introduction to Software Engineering<h2>content</h2>An introduction to agile development methods appropriate for medium-sized teams and rapidly-moving projects. Basic software development infrastructure; requirements elicitation and tracking; estimation and prioritization; teamwork skills; basic UML; design patterns and refactoring; security. ,CSC301H5,UofT_Canada,Introduction to Software Engineering,SE,,SE,SE,SDF,SE,SE,
Principles of Programming Languages,"<h2>title</h2>Principles of Programming Languages<h2>content</h2>Major topics in the development of modern programming languages. Syntax specification, type systems, type inference, exception handling, information hiding, structural recursion, run-time storage management, and programming paradigms. Two non-procedural programming paradigms: functional programming (illustrated by languages such as Lisp, Scheme, ML or Haskell) and logic programming (illustrated by languages such as Prolog, XSB or Coral). ",CSC324H5,UofT_Canada,Principles of Programming Languages,FPL,,FPL,FPL,FPL,FPL,FPL,
Numerical Methods,"<h2>title</h2>Numerical Methods<h2>content</h2>Computational methods for solving numerical problems in science, engineering and business. Linear and non-linear equations, approximation, optimization, interpolation, integration and differentiation. The aim is to give students a basic understanding of floating-point arithmetic and the implementation of algorithms used to solve numerical problems, as well as a familiarity with current numerical computing environments.Course concepts are crucial to a wide range of practical applications such as computational finance and portfolio management, graphics and special effects, data mining and machine learning, as well as robotics, bioinformatics, medical imaging and others. ",CSC338H5,UofT_Canada,Numerical Methods,AL,,MSF,AL; 09,MSF,MSF,AL; MSF,
Algorithmic Intelligence in Robotics,"<h2>title</h2>Algorithmic Intelligence in Robotics<h2>content</h2>Robots of the future will need to operate autonomously in unstructured and unseen environments. It is imperative that these systems are built on intelligent and adaptive algorithms. This course will introduce fundamental algorithmic approaches for building an intelligent robot system that can autonomously operate in unstructured environments such as homes and warehouses. This course introduces the broad philosophy of “Sense-Plan-Act”, and covers algorithms in each of these areas -- how should the robot perceive the world, how to make long term decisions and how to perform closed-loop control of articulated robots. ",CSC375H5,UofT_Canada,Algorithmic Intelligence in Robotics,SPD; AI,,AL; AI,AL; AI,AI; SPD,AI; SPD,AL; AI,
Fundamentals of Robotics,"<h2>title</h2>Fundamentals of Robotics<h2>content</h2>An introduction to robotics covering basic methodologies, tools, and concepts to build a foundation for advanced topics in robotics. The course covers robot manipulators; kinematics; motion planning; and control. Topics covered in lecture will be implemented and explored in a practical environment using robots from different application domains. ",CSC376H5,UofT_Canada,Fundamentals of Robotics,SPD,,AI,AI; SPD,SPD,SPD,AR; 10,
Introduction to Artificial Intelligence,"<h2>title</h2>Introduction to Artificial Intelligence<h2>content</h2>Theories and algorithms that capture (or approximate) some of the core elements of computational intelligence. Topics include: search, logical representations and reasoning, classical automated planning, representing and reasoning with uncertainty, learning, decision making (planning) under uncertainty. Assignments provide practical experience, in both theory and programming, of the core topics. ",CSC384H5,UofT_Canada,Introduction to Artificial Intelligence,AI,,AI,AI,AI,AI,AI,
Computers architecture,"<h2>title</h2>Computers architecture<h2>summary</h2>In this subject, the knowledge of computer architecture introduced in the Fundamentals and Structure of Computers of the Degree in Computer Engineering is deepened.The course delves into advanced concepts of computer structure: computer performance and processor pipeline. In addition, an introduction is made to the differentiating elements of multiprocessors, and their different architectures.The course has a strong practical component. The first part of the lab (Practice 1) is done using CPU architecture simulators (such as the WINDLX simulator in the Windows environment). The second part of the laboratory (Practice 2) deals with basic parallel programming issues.<h2>content</h2>The course consists of four modules that cover the proposed objectives.MODULESShort descriptionModule 1:computer performanceThe different figures of merit used to evaluate the performance of computers are presented, as well as the problems that their interpretation has. Amdahl's law and its implications are presented.Module 2:Introduction to segmentationThe main technique used today by all microprocessors to reduce program execution times is presented and analyzed. This technique is instruction execution pipeline and is based on taking advantage of instruction-level parallelism by executing more than one machine language instruction per clock cycle, while reducing processor cycle time.Module 3:pipelined processors Module 4:multiprocessorsThe fourth block studies multiprocessor systems based on scalar microprocessors. Study: multiprocessor systems, memory coherence, interconnection networks for multiprocessors, synchronization models and parallel programming.Detailed content by module and annex:DIDACTIC MODULESSubscriptModule 1:computer performance1.1 Need to evaluate Performance.1.2 Figures of merit.1.3 Performance Evaluation Programs.1.4 Amdahl's Law.Module 2:Introduction to segmentation2.1 Improvements in microprocessor performance.2.2 Parallelism at the instruction level.2.3 Joint evolution of technology and architecture.Module 3:pipelined processors3.1 Segmented processors. Linear segmented processor.3.2 Example of sequential architecture.3.3 Linear segmented processor. Calculation instructions and memory access.3.4 Linear Segmented Processor Data Risk.3.5 Linear Segmented Processor. Sequence break instructions.3.6 Reduction of lost cycles due to data risks.3.7 Reduction of lost cycles due to control risks.3.8 Cycles lost due to structural risks3.9 Segmented Architecture with Multicycle Operations.3.10 Advanced Topics.Module 4:multiprocessors4.1 Multiprocessor systems4.2 Consistency of memory4.3 Interconnection networks for multiprocessors4.4 Synchronization and communication4.5 Parallel programming models4.5.1 Shared variables model4.5.2 Message passing model ",5.578,UOC_Spain,Computers architecture,AR,,AR,AR,AR,AR,AR,
Automata and grammars,"<h2>title</h2>Automata and grammars<h2>summary</h2>A very important part of the information available today is available in textual format: web pages, configuration files, scripts, computer programs or even natural language text. For a computer to be able to use this information, it needs to be able to interpret it according to the rules of the language in which it is written.In this subject, basic techniques are presented to describe the structure of a language, regular expressions and context-free grammars. These notations are used, for example, to describe programming languages ​​or describe text patterns for searching.In addition, the mechanisms used by computers to recognize if a sentence is correctly formed according to the structure of a language are presented. Specifically, finite automata and stacked automata are presented.In summary, this subject provides the basic tools to know how to handle textual information with a computer.<h2>content</h2>The subject is structured in three modules:1. Alphabets, words and languages1. Basic elements: alphabets, words and languages2. Operations with words3. Operations on languages4. Definition of languagesThis module describes the elements that make up a language and the operations to manipulate them.2. Finite automata and regular languages1. Deterministic finite automata and regular languages2. Indeterministic finite automata3. Operations with finite automata4. Minimization of finite automata5. Regular Expressions6. The motto of the bombThe simplest class of languages, regular languages, is introduced. A formalism is provided to describe these languages ​​(regular expressions) and another to recognize the words that are part of them (stack automata).3. Non-contextual grammars and stack automata1. Introductory concepts2. Derivation tree and ambiguity3. Grammar review4. Simplification of a grammar5. Normal forms6. Automata with battery7. Properties of decontextualized languagesA class of more complex languages, called context-independent, is introduced. The structure of this language is described by grammars and its words are recognized by stack automata. ",5.579,UOC_Spain,Automata and grammars,AL,,DM; 19,FPL,AI; AL,,AL,Annotation: applied AL because the ACM doc includes formal automata as a CS core topic under AL/Computational Models; User: Lecia Barker; Timestamp: 6/25/2023 8:17:58 PM; Code(s): AL; Trigger: automata
Machine learning,"<h2>title</h2>Machine learning<h2>summary</h2>The main motivation of this course is to make machine learning known and how it is situated within Artificial Intelligence as a discipline and to understand what agents and multi-agent systems are.In Artificial Intelligence an overview of Artificial Intelligence was given and some of the so-called classical methods and techniques were presented, such as problem solving, search and knowledge-based systems, approximate reasoning techniques were also seen more advanced. .In this course, you will go much deeper into the problem of machine learning (machine learning), covering the topics of unsupervised (clustering) and supervised (classification) learning. In particular, emphasis will be placed on the most advanced algorithms, such as support vector machines, classifier sets or neural networks.<h2>content</h2>Didactic module 1. Learning1. Introduction1.1. Genetic algorithms for the adjustment of fuzzy systems1.2. A classification of learning techniques.1.3. bias and variance2.- Feature extraction2.1. Training sets and featured spaces.2.2. Taxonomy of feature extraction algorithms23. Feature Selection2.4. Feature Extraction2.4.1. Principal component analysis2.4.2. Linear Discriminant Analysis (ADL)3. Unsupervised learning3.1. Categorization algorithms: introduction3.2. Partitioning and fuzzy partitioning of objects3.3. Object hierarchies4. Supervised learning4.1. Methods based on categorization methods4.2. support vector machines4.3. Logical descriptions of concepts.4.4. decision trees4.5. Combination of methods4.6. neural networks5. Knowledge representation and learning5.1. inductive logic programmingDidactic module 2. Agents and multi-agent systems1. Intelligent agents1.1. characteristics of an agent1.2. Deliberative agents versus reactive agents1.3. Agent Types2. Multi-agent systems2.1. Advantages of multi-agent systems2.2. Communication techniques23. Foundation for Intelligent Physical Agents2.4. ontologies2.5. Cooperation between agents ",5.583,UOC_Spain,Machine learning,AI,,AI,AI,AI; AL,AI,AI,
Data mining,"<h2>title</h2>Data mining<h2>summary</h2>Data is the new oil. Therefore, Data Mining is a subject to apply the previous knowledge acquired to Statistics and Databases and present some new ones more specific to the field of knowledge extraction. A set of methods from Artificial Intelligence are presented, which form the essential core of the discipline known as Data Mining. The basic concepts of the mentioned subjects are very useful in this matter and will allow a better evaluation of some of the techniques that will be studied.<h2>content</h2>The didactic material of the subject is divided into six modules and a prologue that present a notable interrelationship between them. The sixth is a case study that can be used to see how the methods explained in the other modules are applied in a concrete and real case.Below you can see the modules that have to be worked on to achieve the objectives of the course.Module 1: The Data Mining process.Discovery of knowledge from data.The phases of the knowledge extraction process.Data mining tools.Module 2: Data preprocessing and feature management.Transformation of values.Dimensionality reduction.missing values.Feature display.Selection of characteristics.Feature engineering.Module 3: Unsupervised modelsPre-eliminate concepts.Grouping and segmentation.Density-based models.affinity propagation.Module 4: Supervised modelsProximity-based models.Decision trees.Regression models.Module 5: Evaluation of models.Evaluation of supervised classification models.Evaluation of supervised regression models.Evaluation of unsupervised models.Module 6: Case Study.Presentation of the caseStep 1: Establish an analytical objectiveStep 2: Verify the dataStep 3: data preprocessingStep 4: exploratory analysisStep 5: ClassificationStep 6: Reproducibility ",5.584,UOC_Spain,Data mining,AI,,AI,AI; 19,DM; AI,AI; DM,DM,
Software developement project,"<h2>title</h2>Software developement project<h2>summary</h2>The Software Development Project course has as its main objective the development of a specific software project and is based on the practical application of the knowledge and skills obtained so far in the Degree, such as Project Management, Fundamentals of Programming, Engineering of Software, Use of Databases, and specifically the technical skills that were obtained within Software Engineering of Components and Distributed Systems.Despite the fact that the subject is based on carrying out a specific software project, the subject also covers both new theoretical aspects and others that complement the knowledge acquired up to now, such as agile software development methodologies.The effective development of the project will be achieved through a specific agile methodology (Scrum) that iteratively covers in the form of sprints all the stages of the software life cycle, that is, the specification, design, implementation, testing, deployment and delivery of the project. product to the ""supposed"" customer. In particular, in the implementation stage, Java will be used to develop the distributed software based on a microserver architecture. In addition, other technologies will support the project, such as configuration, design, testing, continuous delivery, and containerized deployment tools. All these technologies have been seen and practiced in the previous subject of Software Engineering of Distributed Components and Systems and therefore it is assumed that the students know them.Finally, the complexity of the project will require the specific development of skills related to collaborative work in small groups of students. The UOC will offer students a collaborative space where they can carry out communication between group members, share documentation and, in general, manage the project, with the support and supervision of the subject advisors.<h2>content</h2>Activity 1: ""Agile product development and conceptualization methodologies""Book ""Essential Scrum: A practical guide to the most popular agile process by Kenneth S. Rubin. Chapter 1. Introduction.Book ""Essential Scrum: A Practical Guide to the Most Popular Agile Process"" by Kenneth S. Rubin. Chapters 2-13.Book ""The agile samurai"" by Jonathan Rasmusson. Chapters 3-5.Book ""The agile samurai"" by Jonathan Rasmusson. Chapters 1-2, 6 and 15.Book ""Agile Estimating and Planning"" by Mike Cohn (supplementary material).Book ""Scrum - a pocket guide (3rd ed.)"" by Gunther Verheyen (supplementary material).Activity: First Continuous Assessment Test (PEC1).Activity 2: ""Product Planning""Book ""Essential Scrum: A Practical Guide to the Most Popular Agile Process"" by Kenneth S. Rubin. Chapters 15-16.Book ""Essential Scrum: A Practical Guide to the Most Popular Agile Process by Kenneth S. Rubin. Chapters 19-23.Article ""The new user story backlog is a map"" by Jeff Patton. https://www.jpattonassociates.com/the-new-backlog/Book ""User Stories Applied: For Agile Software Development"" by Kent Beck (supplementary material).Book ""User Story Mapping"" by Jeff Patton (supplementary material).Book ""Essential Scrum: A Practical Guide to the Most Popular Agile Process"" by Kenneth S. Rubin. Chapters 17 Envisioning (Product Planning) (Supplementary Material).Book ""Clean Code: A Handbook of Agile Software Craftsmanship"" by Robert Martin (supplementary material).Book ""Refactoring: Improving the Design of Existing Code"" by Martin Fowler (Supplementary Material)Activity: First part of the Practice (PRAC1). ",5.588,UOC_Spain,Software developement project,SEP; SDF,,SE; SDF,FPL,SDF; 17,SDF; SE,SE; 17,
Advanced computers architecture,"<h2>title</h2>Advanced computers architecture<h2>summary</h2>In this subject, knowledge of the advanced architectures of current computers is deepened. On the one hand, previous knowledge in Fundamentals and Structure of Computers and Computer Architecture will be expanded. On the other hand, different models of current processor architectures will be presented. Among them, high performance architectures, multicores or GPU architectures will be studied.However, not only the purely architectural aspects of these systems will be discussed, but the different programming paradigms associated with these architectures will also be presented.<h2>content</h2>The subject is made up of five modules that cover the objectives and competences previously exposed: Module 1: Introduction to parallel architectures.Module 2: Multiprocessors vs MulticomputersModule 3: Multi-Thread Architectures (Multi-core)Module 4: Performance in multithreaded architecturesModule 5: Computer Graphics (GPU)-Based Architectures ",5.592,UOC_Spain,Advanced computers architecture,AR,,AR,AR,AR; PDC,AR,AR,
Requirements engineering,"<h2>title</h2>Requirements engineering<h2>summary</h2>Requirements engineering is the discipline that helps us to identify, manage and maintain the set of software requirements that we want to develop. Requirements engineering takes place in the same context as software engineering (software development), so it can be seen as part of software engineering. Even so, it must be taken into account that requirements engineering requires knowledge and skills from other disciplines such as psychology, marketing or design.The purpose of this course is for future software engineers to deepen their study of the problems, techniques, and tools related to obtaining, managing, documenting, and validating/verifying the requirements of a software system. When presenting the contents of this course, we have set ourselves two main objectives:1) The discipline of requirements engineering is presented from a practical point of view, giving great importance to the techniques and tools that students will be able to apply in their professional lives.2) The broadest possible vision of requirements engineering is also given, looking at aspects as diverse as product management or the implementation of automated acceptance tests.This subject assumes that the student has basic notions of requirements engineering (in the case of UOC students, it will be assumed that they have taken the Software Engineering subject). Therefore, this course deepens and extends some concepts that have already been studied before, at the same time that it introduces new techniques and tools of requirements engineering.<h2>content</h2>The didactic material of the subject consists of five didactic modules:Module 1: Introduction to Requirements EngineeringIt introduces requirements engineering and presents the practical case that will be developed throughout the rest of the modules.Introduction to requirements engineering.Presentation of the practical caseTypes of requirementsThe requirements engineering process.Use Case RequirementsModule 2: Obtaining requirementsIt reviews the basic requirements elicitation techniques and introduces new techniques.Requirements elicitation techniquesrequirements discoverylegacy solutionsObjectives and requirementscase studyModule 3: Requirements ManagementDescribes new techniques for requirements management, especially from the point of view of managing software as a product.Factors to consider for requirements managementRequirements estimationPrioritization and selection of requirementsManagement of changes in requirements.case studyModule 4: Documentation of requirementsIt shows various styles of requirements documentation and how the different styles have advantages and disadvantages that make them ideal for different situations.Requirements Documentation - OverviewRequirements Documentation StylesDocumentation of requirements through use casesDocumentation of the conceptual model using UML and OCLcase studyModule 5: Validation and verification of requirementsDescribes the process for validating and verifying the correctness of the selected requirements. First, it describes how to verify that the requirements you choose are correct (validation), and then how you can ensure that the software you develop meets these requirements (verification).Requirements validationRequirements verificationTest Driven Developmentcase study ",5.593,UOC_Spain,Requirements engineering,SE,,SE,SE,SE,SE,SE; 17,
Foundations of information systems,"<h2>title</h2>Foundations of information systems<h2>summary</h2>The continuous innovations in information and communication technologies are transforming the corporate business world into new models, new processes and new business needs. This environment has favored the investments of the companies to be more competitive in the current market, allocating a budget to the acquisition, implementation or updating of information systems.In this topic we present the basic concepts of information systems, the types of information systems, the relevance of information systems for companies, what the first information systems were like, how they have evolved and what the systems of the system have to contribute. future. In companiesWe will know the main information system: Enterprise Resource Planning, today also known as basic or traditional.We will see how the incorporation of new functionalities in the evolution of ERP systems gives rise to new collaborative information systems: Customer Relationship Management (CRM), Supplier Chain Management (SCM) or Business Intelligence (BI).And a transversal theme to any company information system, its implementation. We will cover the life cycle of an implementation project, the characteristics of its different phases, the problems and what guidelines to follow to obtain a successful implementation.<h2>content</h2>The concept of information system is gradually introduced in the different didactic modules: beginning with its definition, presenting the different types of information systems that exist, showing the most important information systems for companies, and ending with a module on how to these systems are implemented. in companies it is managed.The content of the subject is divided into the following didactic modules:Module 0. Introduction to information systems in organizationsthe information systemInformation system managementThe typologies of information systems.The implementation of the information systeminformation securityModule 1. Business Information SystemBusiness information system conceptHistorical evolution of the ERP systemERP system architecturefunctional modulesERP system life cycleERP system providersModule 2. Business Cooperation SystemsEnterprise Project Management (EPM)Supply Chain Management (SCM)Customer relationship management (CRM)Electronic commerce (e-business)Business Intelligence (BI)Knowledge Management (KM)document managementModule 3. Implementation of Business Information SystemsCharacteristics of business information systems.Deployment Lifecycle PhasesPhase 1. Adoption of the system: The decision to acquire an ERPPhase 2. Selection of the standard solutionPhase 3. Implementation of the solutionPhase 4. CommissioningChange managementProject managementModule 4. Practical Case: Rural Tourism (Example)Presentation of the practical caseGeneral solution approachProposed solution ",5.596,UOC_Spain,Foundations of information systems,17,,10; 17,DM,DM; SF,17,DM; SE; 17,
Planning and strategic use of IS,"<h2>title</h2>Planning and strategic use of IS<h2>summary</h2>The mission of this course is to introduce students of Computer Engineering and other careers to the basics to understand the strategic uses of technology in organizations and the management and strategic planning of information systems. In increasingly complex environments, information and technology management represents a key aspect for the success and proper functioning of any type of organization, whether private companies or public administrations.This is a relatively new discipline, both in academic theory and research, and in professional practice. The concept of CIO (the chief executive officer responsible for company information and technology) appeared in the early 1980s and the Association for Information Systems (AIS) was established in 1994.Information systems management involves the design, effective delivery, use, and impact of information technology within organizations and on society. In the words of Keen (1987), the main focus of this course is the improvement of management design and practice (""management""), in its broadest sense; After all, ""IT management is all about management"" (Austin & Nolan, 2010).The above definitions describe the hybrid nature of this topic. Technology is not an artifact outside of its use in companies, organizations and human beings. Information systems are not only design, programming or architecture, but above all their effective implementation. And its management is not just about tactics and techniques (improving the organization and processes of the IT department), but about strategy (the relationship with the business strategy and obtaining competitive advantages). For this reason, when we say ""strategic management"", we want to emphasize the more proactive and transformative role that information and technologies have for the company and the need to align information and technology systems with the strategy of the company as a whole. In addition, the volume and relevance of IT spending is increasingly on the agenda of CEOs and the steering committee of companies and organizations.This course is designed to provide students of the Bachelor's in Computer Engineering and other programs with an introductory overview of the issues currently facing business and technology and the relationship between the two and, in particular, the role of the chief executive officer responsible for systems. and technologies:What are the main strategic decisions in information systems and how should they be considered and adopted?How should ICT be directed so that they are correctly aligned with the global business strategy?How can you ensure more productive relationships between IT departments and other departments and business units?What are the main contributions of information systems to support, transform and create new products, processes and even businesses?How information and knowledge management is transforming the way of doing business and the role of IT?How can IT planning provide a framework and roadmap for meeting the company's mission and vision? How can it be implanted?How can the IT organization be transformed with a strategic sense?Additionally, currently there is talk of ""digital transformation"", the process by which organizations have to redesign their products and services, their work processes and their relationship with customers, suppliers, partners and staff due to the irruption of the internet, mobility, cloud and big data. The director of organization and information technology (CIO, or Chief Information Officer) assumes a new role as leader, or at least, prominent partner in this transformation and there is also a greater approach of users and business managers to technologies of the information.<h2>content</h2>The learning units are the following:Module 1: Strategic Decisions in Information Systems and Technologies.Module 2: Information Technologies and Business Strategy.Module 3: Information Technologies and Business Processes.Module 4: Information and Knowledge Management.Module 5: Strategic Planning of Information Systems and Technologies.Module 6: Transformation of the information systems management function.We draw attention to the fact that some of these materials may be common to the subject of Strategic Management of Information Systems at the Master's level. At grade level, these competencies are worked on in a different way and with different levels of depth. The teaching guides that will accompany each module or other complementary materials will provide specific instructions on how to carry out an adequate follow-up of the subject. ",5.6,UOC_Spain,Planning and strategic use of IS,17,,10; 17,DM,DM; SF,17,17; DM; SE,
Data structures design,"<h2>title</h2>Data structures design<h2>summary</h2>In this subject the different strategies of data representation in a computer and the criteria to evaluate them are studied. Depending on the type of treatment that has to be done with this information (size, access criteria, etc.), it will be possible to select the strategy that offers an optimal balance between memory consumption and manipulation time.This course is fundamental within the field of programming, since the proper use of data structures is critical in any application that handles large volumes of information or that has very strict efficiency requirements.Previous courses in the field of programming have already introduced some basic data structures, such as lists, stacks, queues, or trees. This subject presents the concept of abstract data type (ATD) as a general model to describe a data structure and study its efficiency. Finally, the core of the course consists of learning to use each data structure properly and knowing how to select the most appropriate data structure for each situation.<h2>content</h2>The subject is structured in eight modules (module 8 of the subjects is not studied):1. Abstract data typescontainerscontract designDeveloping a Sample CollectionGeneric or parametric typesLibrary of thematic collectionsPresentation of the rest of the modulesStudy of the concept of TAD and aspects related to its definition and implementation in classes through a hierarchy.2. Algorithmic complexityIntroduction to algorithmic complexityAsymptotic notation for algorithmic complexityAlgorithmic complexity of abstract data typesDescription of the methods used to compare the cost of different programs in terms of execution times or memory consumption.3. Sequential containersbatteriestailschained representationslizaVector representations: resizingSequential Containers in the Java Collections FrameworkStudy of collections of objects with sequential access (stacks, queues, lists).4. treesGeneral and binary trees. Definitions and related conceptsrecursiongeneral treesbinary treesexcursionsAn example file systemPresentation of data structures used to represent hierarchical relationships and introduction of the concept of recursion.5. Priority queuesThe priority queue conceptpriority queue operationPriority queue implementationsPriority queues in JDK librariesHeap Sort: The Heapsort AlgorithmUsage example: Huffman algorithmStudy of the design and implementation of collections where the order of access to the elements depends on their priority.6. The TAD tablePresentation of the TAD TableScatter implementation of the TAD TableThe Joint TADApplication example: a symbol table for a modular languageTables and sets in the Java Collections FrameworkStudy of the concept of dispersion, presentation of the TAD table and the strategies for its implementation.7. Look for treessearch treesImplementation of ordered collections with binary search treesMultipath trees and B-treesSearch Trees in the Java Collections FrameworkDeepening of the tree concept and its applications to represent ordered collections.8. Graphics(This module is not studied)The concept of graph.The abstract data type GraphJava interfaces for directed and undirected graphsGraph ImplementationExample of use: TAD AcademyReview of the concept of graphs and description of strategies to implement different types of graphs (directed or undirected, labeled or unlabeled,...).9. Collection LibrariesDesign of new TADs using a library of collectionsCollection Library DesignLibraries of existing collectionsAnalysis of the design of new TADs from other existing ones. Study of the considerations that affect the design of collection libraries and presentation of some existing libraries (Java Collections Framework, Java Data Structure Library, ...). ",5.613,UOC_Spain,Data structures design,DM,,FPL,DM,DM,DM; SDF,AL,
Introduction to mathematics for engineering,"<h2>title</h2>Introduction to mathematics for engineering<h2>summary</h2>Mastering the contents and mathematical methodology is essential to take any scientific degree. Therefore, it is necessary to understand its basic techniques and concepts (many times already covered in secondary and high school) before addressing the subjects of the career that you want to take.In this course, the basic techniques and concepts of linear algebra and calculus will be provided, to guarantee adequate preparation to pass many of the subjects of the degree.<h2>content</h2>MODULE 1: ALGEBRA BLOCKTopic 1: Numbers (0.5 credits)Topic 2: Equations (0.5 credits)Topic 3: Systems of equations (0.5 credits)Topic 4: Polynomials (0.5 credits)Topic 5: Matrices (0.5 credits) MODULE 2: ANALYSIS BLOCKTopic 6: Polynomial functions (0.5 credits)Topic 7: Trigonometric functions (0.5 credits)Topic 8: Exponential and logarithmic functions (0.5 credits)Topic 9: Continuity of functions (0.5 credits)Topic 10: Derivation of functions (0.75 credits)Topic 11: Integration of functions (0.75 credits) ",5.614,UOC_Spain,Introduction to mathematics for engineering,MSF,,MSF,MSF; 09,MSF,MSF,MSF,
Business practice,"<h2>title</h2>Business practice<h2>summary</h2>The objective of the Practices is for the student to learn to work on a day-to-day basis in a company and apply certain skills acquired in the Computer Engineering degree, both transversal and specific. The internships in companies will be organized from the UOC, with a trainee professor, and from the company with a tutor who will guide and monitor the student.The internships will be carried out mainly online within the framework of the UOC's virtual campus. In some cases, depending on the circumstances of residence and availability of the student, they may have a face-to-face component.The tools to develop the practices will be mainly those provided by the studies, being able to receive from the company some other specific tool to develop the work. The study load for the student will be 12 ETCS, equivalent to about 300 hours of work in the company.<h2>content</h2>The content of the internships will be marked by the type of company and the projects that are being carried out at the time the student does the internship. ",5.672,UOC_Spain,Business practice,17; SEP,,17,SEC; 17,17; SEP,17,17; SE,
Intermediate Software Design and Engineering,"<h2>title</h2>Intermediate Software Design and Engineering<h2>content</h2>Explores the principles of software design in detail, with an emphasis on software engineering aspects. Includes exposure of software lifecycle activities including design, coding, testing, debugging, and maintenance, highlighting how design affects these activities. Peer reviews, designing for software reuse, CASE tools, and writing software to specifications are also covered. ",CS3704,VirginiaTech_USA,Intermediate Software Design and Engineering,SE; SDF,,SDF,SE,SDF; SE,SDF; SE,SDF,
Introduction to GUI Programming and Graphics,"<h2>title</h2>Introduction to GUI Programming and Graphics<h2>content</h2>Design and implementation of object-oriented graphical user interfaces (GUI) and two-dimensional computer graphics systems. Implementation methodologies including callbacks, handlers, event listeners, design patterns, layout managers, and architectural models. Mathematical foundations of computer graphics applied to fundamental algorithms for clipping, scan conversion, affine and convex linear transformations, projections, viewing, structuring, and modeling. ",CS3744,VirginiaTech_USA,Introduction to GUI Programming and Graphics,GIT; MSF,,GIT,GIT; HCI,GIT; HCI,GIT,GIT,Annotation: ; User: Lecia Barker; Timestamp: 6/25/2023 8:41:28 PM; Code(s): ; Trigger: ; Annotation: I added MSF because it talks about the mathematical foundations of graphics programming.; User: Lecia Barker; Timestamp: 6/25/2023 8:40:56 PM; Code(s): GIT MSF; Trigger: GUI programming
Data and Algorithm Analysis,<h2>title</h2>Data and Algorithm Analysis<h2>content</h2>Data structures and algorithms from an analytical perspective. Theoretical analysis of algorithm efficiency. Comparing algorithms with respect to space and run-time requirements. Analytical methods for describing theoretical and practical bounds on performance. Constraints affecting problem solvability. ,CS4104,VirginiaTech_USA,Data and Algorithm Analysis,AL,,AL,AL,AL; DM,SDF; AL,AL; DM,
Introduction to Formal Languages and Automata Theory,"<h2>title</h2>Introduction to Formal Languages and Automata Theory<h2>content</h2>The course presents a study of formal languages and the correspondence between language classes and the automata that recognize them. Formal definitions of grammars and acceptors, deterministic and nondeterministic systems, grammar ambiguity, finite state and push-down automata, and normal forms will be discussed. ",CS4114,VirginiaTech_USA,Introduction to Formal Languages and Automata Theory,FPL,,AL,FPL,AL,AL,FPL,
Quantum Computation and Information Processing,"<h2>title</h2>Quantum Computation and Information Processing<h2>content</h2>Quantum states and quantum phenomena. Quantum communication concepts such as superdense coding, teleportation, and complexity. Classical and quantum circuits and gate sets for computation. Quantum algorithms and comparison to classical algorithms. Quantum computational complexity theory and complexity classes. Quantum information concepts such as density operators, measurements, and quantum channels. Error correction, the stabilizer formalism, and fault-tolerance. The adiabatic theorem and adiabatic quantum computation. Entanglement and entanglement measures. ",CS4134,VirginiaTech_USA,Quantum Computation and Information Processing,AL,,AL; NC; 07,AR; SPD,AL; 09,AR,AR,Annotation: Quantum Computation; User: Sara Hooshangi; Timestamp: 7/2/2023 9:23:49 PM; Code(s): ; Trigger: Quantum Computation
Competitive Problem Solving II,"<h2>title</h2>Competitive Problem Solving II<h2>content</h2>Deeper treatment of advanced algorithms, data structures, and implementation techniques, taught in a setting that combines collaborative practice with competitive exercise. Students practice to solve problems using a computer, which are judged by automated evaluation software for correctness and efficiency. Practice with advanced searching and graph algorithms, advanced dynamic programming, linear programming techniques, computational geometry, and numerical algorithms. Problems are drawn from multiple areas in computer science. Macro- and micro optimization techniques to improve efficiency are emphasized. ",CS4144,VirginiaTech_USA,Competitive Problem Solving II,AL,,AL,AL,AL,SDF; AL,AL,
